POS_MSISDN,Distributer,Plan Name,Customer Tenure,Tenure Category,Status,Status Reason,Segment1,Segment2,Churn Flag,Customer Interaction Score,Loyalty Points,Data Usage Tier,Customer Segment Change Flag
ORG3120,JRBJD _JT THPP,Basic Orange Plan,109,Medium-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,8,12,1,FALSE
ORG2504,HPLDFN NBRL,Basic Orange Plan,133,Long-term,Soft Suspended,Technical issue,Prepaid,Residential,0,7,75,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Personal Reasons,Postpaid,Corporate,1,6,30,2,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Network Issues,Postpaid,Corporate,1,6,78,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,74,Short-term,Active,Good Service,Postpaid,Corporate,0,5,65,3,FALSE
ORG3718,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Basic Orange Plan,65,Short-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,8,47,1,TRUE
ORG2910,HPLDFN NBRL,Premium Orange Plan,104,Medium-term,Active,Good Service,Prepaid,Residential,0,7,65,1,TRUE
ORG3093,HPLDFN NBRL,Basic Orange Plan,103,Medium-term,Soft Suspended,Technical issue,Prepaid,Residential,0,7,55,1,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,105,Medium-term,Active,Good Service,Postpaid,Corporate,0,6,65,2,FALSE
ORG3928,FJFLDTBLFT,Basic Orange Plan,75,Short-term,Soft Suspended,Customer request,Prepaid,PRO,0,9,55,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Service Quality,Postpaid,Corporate,1,7,53,2,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Personal Reasons,Prepaid,PRO,1,5,56,2,FALSE
ORG3448,BJRPPRT TFRNJNBL 1,Traveler's Plan,107,Medium-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,9,78,1,FALSE
ORG2868,FJFLDTBLFT,Governorates 10,68,Short-term,Active,Good Service,Postpaid,PRO,0,6,65,3,FALSE
ORG3747,HPLDFN XJNHT,Premium Orange Plan,99,Medium-term,Active,Good Service,Prepaid,Residential,0,7,65,1,TRUE
ORG2805,FRBNDHJTF TNBRTBVZ TBJ NBLL,Orange 20,21,Short-term,Deactive,Better Offer Elsewhere,Postpaid,Residential,1,6,37,2,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Traveler's Plan,153,Long-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,6,65,1,FALSE
ORG2712,JRBJD (JT),Visitors’ Line Extra,67,Short-term,Active,Good Service,Prepaid,Residential,0,8,65,3,TRUE
ORG4370,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Family Orange Plan 10,67,Short-term,Active,Good Service,Prepaid,Residential,0,5,65,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,30,Short-term,Deactive,Billing Issues,Postpaid,Corporate,1,6,29,2,FALSE
ORG2617,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Premium Orange Plan,92,Medium-term,Hard Suspended,Non-payment,Prepaid,Residential,0,10,20,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Humat Al Watan 8,152,Long-term,Active,Good Service,Prepaid,Corporate,0,3,85,3,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 20,92,Medium-term,Active,Good Service,Postpaid,Corporate,0,6,65,3,TRUE
ORG3327,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Family Orange Plan 10,153,Long-term,Soft Suspended,Customer request,Prepaid,Residential,0,8,75,1,TRUE
ORG3484,DJRFDT PVTTPVRDF THPP,Orange 60,16,Short-term,Deactive,Moved,Postpaid,PRO,1,1,19,3,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Traveler's Plan,92,Medium-term,Hard Suspended,Non-payment,Prepaid,Residential,0,8,73,1,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Humat Al Watan 8,70,Short-term,Active,Good Service,Prepaid,Corporate,0,7,65,3,TRUE
ORG2522,HPLDFN NBRL,Student Plan 5,141,Long-term,Soft Suspended,Customer request,Prepaid,Residential,0,8,75,1,FALSE
ORG3922,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Premium Orange Plan,92,Medium-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,5,11,1,FALSE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Better Offer Elsewhere,Prepaid,PRO,1,7,62,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Network Issues,Postpaid,Corporate,1,6,86,2,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Orange 9 Max,152,Long-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,9,65,1,TRUE
ORG3369,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Visitors' Line,107,Medium-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,10,43,1,TRUE
ORG2263,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Family Orange Plan 10,81,Short-term,Active,Good Service,Prepaid,Residential,0,8,65,1,TRUE
ORG2712,JBRBTH THPP (JT),Orange 90,8,Short-term,Deactive,Network Issues,Postpaid,Residential,1,7,20,3,TRUE
ORG3484,DJRFDT PVTTPVRDF THPP,Orange 60,2,Short-term,Deactive,Moved,Postpaid,PRO,1,7,19,3,TRUE
ORG3537,HPLDFN XJNHT,Student Plan 5,147,Long-term,Soft Suspended,Customer request,Prepaid,Residential,0,7,75,1,FALSE
ORG2345,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Premium Orange Plan,90,Medium-term,Deactive,Network Issues,Prepaid,Residential,1,5,87,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Personal Reasons,Postpaid,Corporate,1,8,52,2,TRUE
ORG4101,FRBNDHJTF - TBFFXBZ THNBJTBNJ,Governorates 25,27,Short-term,Deactive,Service Quality,Postpaid,Residential,1,3,72,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,41,Short-term,Deactive,Billing Issues,Postpaid,Corporate,1,5,52,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Better Offer Elsewhere,Postpaid,Corporate,1,1,20,2,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Technical Difficulties,Prepaid,PRO,1,10,86,2,TRUE
ORG3241,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Family Orange Plan 10,69,Short-term,Active,Good Service,Prepaid,Residential,0,6,65,1,FALSE
ORG4370,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Orange 13 Max,69,Short-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,10,58,1,TRUE
ORG3448,BJLPVN JT THPP,Orange 90,9,Short-term,Deactive,Personal Reasons,Postpaid,Residential,1,6,78,3,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,YO 9 Max,76,Short-term,Active,Good Service,Prepaid,Corporate,0,6,65,1,TRUE
ORG3132,ZBRRB LJNH HVTTJFN TTRFFT,Student Plan 5,71,Short-term,Hard Suspended,Non-payment,Prepaid,Residential,0,8,50,1,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Traveler's Plan,106,Medium-term,Hard Suspended,Non-payment,Prepaid,Residential,0,6,54,1,TRUE
ORG2377,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Basic Orange Plan,96,Medium-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,8,85,1,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Contract Ended,Prepaid,PRO,1,5,28,2,TRUE
ORG4294,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Premium Orange Plan,100,Medium-term,Deactive,Moved,Prepaid,Residential,1,7,84,1,TRUE
ORG4400,HPLDFN NBRL HPPT,Orange 90,11,Short-term,Deactive,Personal Reasons,Postpaid,Residential,1,5,29,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,91,Medium-term,Active,Good Service,Postpaid,Corporate,0,7,65,3,FALSE
ORG3369,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Visitors' Line,113,Medium-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,9,34,1,TRUE
ORG3120,HPLDFN XJNHT,Student Plan 5,143,Long-term,Soft Suspended,Customer request,Prepaid,Residential,0,6,75,1,TRUE
ORG3299,HPLDFN XJNHT,Student Plan 5,131,Long-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,6,75,1,FALSE
ORG3369,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Visitors' Line,95,Medium-term,Deactive,Contract Ended,Prepaid,Residential,1,6,71,1,TRUE
ORG4080,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Premium Orange Plan,114,Medium-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,9,46,1,TRUE
ORG3120,NPTBH THPP (BL - NBZBR (JT)),Orange 90,15,Short-term,Deactive,Billing Issues,Postpaid,Residential,1,6,79,3,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Network Issues,Prepaid,PRO,1,5,70,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Technical Difficulties,Postpaid,Corporate,1,6,90,2,FALSE
ORG4188,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,96,Medium-term,Active,Good Service,Prepaid,Residential,0,5,65,1,TRUE
ORG4101,FRBNDHJTF - TBFFXBZ 7TH DJRDLF,Orange 90,62,Short-term,Active,Good Service,Postpaid,Residential,0,5,65,3,TRUE
ORG3581,HPLDFN XJNHT,Student Plan 5,134,Long-term,Soft Suspended,Customer request,Prepaid,Residential,0,8,75,1,TRUE
ORG4188,JRBJD VNJVFRTJTZ TTRFFT,Orange 90,17,Short-term,Deactive,Price,Postpaid,Residential,1,5,56,3,TRUE
ORG3484,DJRFDT PVTTPVRDF THPP,Orange 60,137,Long-term,Active,Good Service,Postpaid,PRO,0,6,85,3,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Network Issues,Prepaid,PRO,1,5,27,2,TRUE
ORG3592,FRBNDHJTF - JRBJD DJTZ DFNTFR,Orange 30,43,Short-term,Deactive,Network Issues,Postpaid,Residential,1,5,60,3,TRUE
ORG4081,HPLDFN XJNHT HPPT,Orange 90,130,Long-term,Active,Good Service,Postpaid,Residential,0,7,85,3,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Lack of Usage,Prepaid,PRO,1,6,55,2,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Technical Difficulties,Prepaid,PRO,1,5,55,2,TRUE
ORG3369,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Visitors' Line,71,Short-term,Hard Suspended,Non-payment,Prepaid,Residential,0,5,38,1,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Traveler's Plan,100,Medium-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,5,43,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Personal Reasons,Postpaid,Corporate,1,5,89,2,TRUE
ORG2441,FRBNDHJTF BL LHBZZBN JT THPP,Orange 20,33,Short-term,Deactive,Price,Postpaid,Residential,1,5,76,2,TRUE
ORG2442,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Family Orange Plan 10,149,Long-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,8,75,1,TRUE
ORG3592,FRBNDHJTF - JRBJD DJTZ DFNTFR,Premium Orange Plan,104,Medium-term,Deactive,Billing Issues,Prepaid,Residential,1,7,18,1,TRUE
ORG4101,FRBNDHJTF - ZBRRB,Senior Plan,19,Short-term,Deactive,Network Issues,Postpaid,Residential,1,3,35,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Lack of Usage,Postpaid,Corporate,1,4,87,2,TRUE
ORG3132,TBFFJLFH  (JT),Orange 30,125,Long-term,Active,Good Service,Postpaid,Residential,0,5,85,3,FALSE
ORG2495,FRBNDHJTF-DJTZ NBLL,Orange 90,33,Short-term,Deactive,Personal Reasons,Postpaid,Residential,1,6,45,3,FALSE
ORG2441,FJFLDTBLFT,Basic Orange Plan,68,Short-term,Active,Good Service,Prepaid,PRO,0,7,65,3,TRUE
ORG3866,FJBFR TFBN THPP,Orange 15,77,Short-term,Active,Good Service,Prepaid,Residential,0,6,65,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 60,124,Long-term,Active,Good Service,Postpaid,Corporate,0,5,85,3,TRUE
ORG2973,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Student Plan 5,135,Long-term,Soft Suspended,Document verification,Prepaid,Residential,0,6,75,1,FALSE
ORG3997,HPLDFN NBRL,Basic Orange Plan,149,Long-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,3,65,1,TRUE
ORG3451,DFBR BLB'B  (JT),Premium Orange Plan,112,Medium-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,7,79,1,TRUE
ORG2579,FJFLDTBLFT,Basic Orange Plan,110,Medium-term,Soft Suspended,Customer request,Prepaid,PRO,0,7,55,1,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Price,Postpaid,Corporate,1,6,56,2,FALSE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Lack of Usage,Prepaid,PRO,1,2,27,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Humat Al Watan 10,145,Long-term,Active,Good Service,Postpaid,Corporate,0,6,85,3,TRUE
ORG4369,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Family Orange Plan 10,102,Medium-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,10,43,1,TRUE
ORG3093,HPLDFN XJNHT,Student Plan 5,112,Medium-term,Soft Suspended,Technical issue,Prepaid,Residential,0,6,55,1,TRUE
ORG4233,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Orange 9 Max,114,Medium-term,Active,Good Service,Prepaid,Residential,0,7,65,1,FALSE
ORG3747,FJFLDTBLFT,Basic Orange Plan,110,Medium-term,Soft Suspended,Service upgrade,Prepaid,PRO,0,8,55,1,TRUE
ORG2234,FJFLDTBLFT,Basic Orange Plan,120,Long-term,Soft Suspended,Technical issue,Prepaid,PRO,0,7,55,1,FALSE
ORG4101,HPLDFN NBRL,Premium Orange Plan,153,Long-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,9,65,1,TRUE
ORG3928,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Premium Orange Plan,92,Medium-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,8,41,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,126,Long-term,Active,Good Service,Postpaid,Corporate,0,9,85,3,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 45,89,Medium-term,Deactive,Contract Ended,Postpaid,Corporate,1,7,88,3,FALSE
ORG3957,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Family Orange Plan 10,97,Medium-term,Soft Suspended,Customer request,Prepaid,Residential,0,7,55,1,TRUE
ORG3880,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Orange 13 Max,82,Short-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,8,55,1,TRUE
ORG3866,F-THPP,Orange 90,12,Short-term,Deactive,Technical Difficulties,Postpaid,Residential,1,6,16,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,20,Short-term,Deactive,Better Offer Elsewhere,Postpaid,Corporate,1,2,86,3,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Family Orange Plan 10,117,Medium-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,6,55,1,FALSE
ORG2411,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Premium Orange Plan,100,Medium-term,Deactive,Billing Issues,Prepaid,Residential,1,7,17,1,TRUE
ORG3207,HPLDFN NBRL,Orange 9 Max,102,Medium-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,7,60,1,TRUE
ORG2654,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Student Plan 5,82,Short-term,Soft Suspended,Technical issue,Prepaid,Residential,0,6,55,1,TRUE
ORG4231,HPLDFN NBRL,Orange 13 Max,95,Medium-term,Active,Good Service,Prepaid,Residential,0,9,65,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Senior Plan,52,Short-term,Deactive,Price,Postpaid,Corporate,1,6,61,3,TRUE
ORG3212,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Premium Orange Plan,152,Long-term,Active,Good Service,Prepaid,Residential,0,7,85,1,TRUE
ORG3448,BJLPVN JT THPP,Orange 90,75,Short-term,Active,Good Service,Postpaid,Residential,0,6,65,3,TRUE
ORG3145,FRBNDHJTF NBRLB (PLD PRBNHF NBRLB JT THPP),Economy Plan,38,Short-term,Deactive,Price,Postpaid,Residential,1,5,39,3,TRUE
ORG2868,FJFLDTBLFT,Governorates 10,82,Short-term,Active,Good Service,Postpaid,PRO,0,6,65,3,TRUE
ORG3369,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Basic Orange Plan,90,Medium-term,Soft Suspended,Technical issue,Prepaid,Residential,0,7,55,1,TRUE
ORG3997,HPLDFN NBRL,Orange 13 Max,93,Medium-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,2,19,1,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Traveler's Plan,78,Short-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,4,31,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,20,Short-term,Deactive,Personal Reasons,Postpaid,Corporate,1,9,70,2,FALSE
ORG3484,DJRFDT PVTTPVRDF THPP,Orange 60,35,Short-term,Deactive,Service Quality,Postpaid,PRO,1,6,62,3,TRUE
ORG2868,HPLDFN NBRL,Student Plan 5,125,Long-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,6,75,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Governorates 10,90,Medium-term,Active,Good Service,Postpaid,Corporate,0,5,65,2,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Billing Issues,Prepaid,PRO,1,4,81,2,FALSE
ORG3747,HPLDFN NBRL,Student Plan 5,149,Long-term,Soft Suspended,Customer request,Prepaid,Residential,0,7,75,1,TRUE
ORG4081,HPLDFN XJNHT PPTT,Orange 90,81,Short-term,Active,Good Service,Postpaid,Residential,0,6,65,3,FALSE
ORG3871,HPLDFN NBRL,Premium Orange Plan,104,Medium-term,Deactive,Personal Reasons,Prepaid,Residential,1,10,50,1,TRUE
ORG2618,HPLDFN NBRL,Premium Orange Plan,81,Short-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,5,86,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Billing Issues,Postpaid,Corporate,1,9,38,2,TRUE
ORG2660,HPLDFN NBRL,Student Plan 5,141,Long-term,Soft Suspended,Technical issue,Prepaid,Residential,0,9,75,1,TRUE
ORG3557,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Family Orange Plan 10,145,Long-term,Hard Suspended,Non-payment,Prepaid,Residential,0,10,65,1,TRUE
ORG2712,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Student Plan 5,146,Long-term,Soft Suspended,Document verification,Prepaid,Residential,0,10,75,1,FALSE
ORG2980,HPLDFN NBRL,Student Plan 5,142,Long-term,Soft Suspended,Document verification,Prepaid,Residential,0,10,75,1,TRUE
ORG3176,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Visitors' Line,95,Medium-term,Deactive,Technical Difficulties,Prepaid,Residential,1,7,61,1,TRUE
ORG2495,FRBNDHJTF ZBRRB,Visitors’ Line Extra,2,Short-term,Deactive,Billing Issues,Prepaid,Residential,1,8,66,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Humat Al Watan 8,67,Short-term,Active,Good Service,Prepaid,Corporate,0,7,65,3,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Traveler's Plan,88,Medium-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,5,14,1,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Traveler's Plan,138,Long-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,3,65,1,TRUE
ORG2522,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Orange 9 Max,84,Short-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,6,17,1,TRUE
ORG2441,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Orange 9 Max,68,Short-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,6,55,1,FALSE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Contract Ended,Prepaid,PRO,1,7,72,2,FALSE
ORG3145,HPLDFN NBRL,Premium Orange Plan,129,Long-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,4,65,1,FALSE
ORG3916,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Premium Orange Plan,100,Medium-term,Deactive,Technical Difficulties,Prepaid,Residential,1,5,76,1,TRUE
ORG4193,HPLDFN NBRL,Student Plan 5,140,Long-term,Active,Good Service,Prepaid,Residential,0,7,85,1,FALSE
ORG4101,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Humat Al Watan Golden 7,119,Medium-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,5,55,1,FALSE
ORG3120,NPTBH THPP,Visitors’ Line Extra,88,Medium-term,Active,Good Service,Prepaid,Residential,0,6,65,3,TRUE
ORG3484,DJRFDT PVTTPVRDF THPP,Orange 60,124,Long-term,Active,Good Service,Postpaid,PRO,0,8,85,3,FALSE
ORG2242,HPLDFN XJNHT,Orange 13 Max,141,Long-term,Active,Good Service,Prepaid,Residential,0,7,85,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Contract Ended,Postpaid,Corporate,1,5,39,2,TRUE
ORG3369,BPVLFVBRD THPP,Humat Al Watan Golden 7,142,Long-term,Active,Good Service,Prepaid,Residential,0,6,85,1,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,121,Long-term,Soft Suspended,Document verification,Prepaid,PRO,0,7,75,2,TRUE
ORG4101,FRBNDHJTF BBDBLJ,Family Orange Plan 20,92,Medium-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,6,52,1,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Network Issues,Prepaid,PRO,1,7,35,2,TRUE
ORG4193,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Basic Orange Plan,98,Medium-term,Hard Suspended,Non-payment,Prepaid,Residential,0,5,87,1,FALSE
ORG4338,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Basic Orange Plan,94,Medium-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,8,20,1,TRUE
ORG3856,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Family Orange Plan 10,116,Medium-term,Active,Good Service,Prepaid,Residential,0,7,65,1,FALSE
ORG2833,HPLDFN NBRL,Premium Orange Plan,135,Long-term,Active,Good Service,Prepaid,Residential,0,7,85,1,TRUE
ORG3236,FJFLDTBLFT,Basic Orange Plan,145,Long-term,Hard Suspended,Fraudulent activity,Prepaid,PRO,0,7,65,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Network Issues,Postpaid,Corporate,1,1,54,2,TRUE
ORG4188,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Orange 13 Max,146,Long-term,Soft Suspended,Customer request,Prepaid,Residential,0,10,75,1,TRUE
ORG2868,FJFLDTBLFT,Orange 45,90,Medium-term,Active,Good Service,Postpaid,PRO,0,5,65,3,TRUE
ORG2495,FRBNDHJTF  HBTHNJ THBNBLJ,Orange 90,75,Short-term,Active,Good Service,Postpaid,Residential,0,8,65,3,FALSE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,115,Medium-term,Soft Suspended,Service upgrade,Prepaid,PRO,0,9,55,2,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,20,Short-term,Deactive,Technical Difficulties,Prepaid,PRO,1,10,70,2,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Service Quality,Prepaid,PRO,1,7,36,2,FALSE
ORG2495,FRBNDHJTF  HBTHNJ THBNBLJ,Orange 90,137,Long-term,Active,Good Service,Postpaid,Residential,0,8,85,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Service Quality,Postpaid,Corporate,1,7,82,2,FALSE
ORG4226,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Premium Orange Plan,145,Long-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,10,65,1,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,13,Short-term,Deactive,Technical Difficulties,Postpaid,Corporate,1,7,66,3,TRUE
ORG2464,FJFLDTBLFT,Basic Orange Plan,146,Long-term,Hard Suspended,Fraudulent activity,Prepaid,PRO,0,5,65,1,TRUE
ORG3592,FRBNDHJTF - JRBJD DJTZ DFNTFR,Orange 90,12,Short-term,Deactive,Technical Difficulties,Postpaid,Residential,1,4,14,3,TRUE
ORG2375,HPLDFN NBRL,Orange 9 Max,150,Long-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,1,65,1,FALSE
ORG2495,FRBNDHJTF ZBRRB,Humat Al Watan 8,125,Long-term,Active,Good Service,Prepaid,Residential,0,7,85,3,TRUE
ORG3176,BL-BBTHFR PPTT,Orange 90,7,Short-term,Deactive,Service Quality,Postpaid,Residential,1,8,20,3,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Price,Prepaid,PRO,1,5,87,2,TRUE
